2016-09-12,3Y,3.32530
2016-09-12,4Y,3.55340
2016-09-12,5Y,3.68330
2016-09-12,6M,3.03500
2016-09-12,6Y,3.88080
2016-09-12,7D,2.71300
2016-09-12,7Y,3.95280
2016-09-12,8Y,3.96380
2016-09-12,9M,3.06270
2016-09-12,9Y,4.06410
2016-09-09,0D,2.68390
2016-09-09,10Y,4.06020
2016-09-09,14D,2.74620
2016-09-09,1M,2.89870
2016-09-09,1Y,3.05120
2016-09-09,2M,2.92810
2016-09-09,2Y,3.29560
2016-09-09,3M,2.97870
2016-09-09,3Y,3.30810
2016-09-09,4Y,3.55940
2016-09-09,5Y,3.69690
2016-09-09,6M,3.03150
2016-09-09,6Y,3.91540
2016-09-09,7D,2.71150
2016-09-09,7Y,3.96830
2016-09-09,8Y,3.98070
2016-09-09,9M,3.03880
2016-09-09,9Y,4.04780
2016-09-08,0D,2.67990
2016-09-08,10Y,4.07020
2016-09-08,14D,2.72290
2016-09-08,1M,2.85670
2016-09-08,1Y,3.06080
2016-09-08,2M,2.92690
2016-09-08,2Y,3.30530
2016-09-08,3M,2.97970
2016-09-08,3Y,3.32130
2016-09-08,4Y,3.60310
2016-09-08,5Y,3.74210
2016-09-08,6M,3.03000
2016-09-08,6Y,3.93700
2016-09-08,7D,2.69080
2016-09-08,7Y,3.98990
2016-09-08,8Y,4.00230
2016-09-08,9M,3.05120
2016-09-08,9Y,4.06780
2016-09-07,0D,2.69920
2016-09-07,10Y,4.07520
2016-09-07,14D,2.72130
2016-09-07,1M,2.85660
2016-09-07,1Y,3.08030
2016-09-07,2M,2.94280
2016-09-07,2Y,3.32260
2016-09-07,3M,2.98720
2016-09-07,3Y,3.34660
2016-09-07,4Y,3.61720
2016-09-07,5Y,3.76520
2016-09-07,6M,3.03880
2016-09-07,6Y,3.94920
2016-09-07,7D,2.70540
2016-09-07,7Y,4.00210
2016-09-07,8Y,4.01450
2016-09-07,9M,3.07040
2016-09-07,9Y,4.07290
2016-09-06,0D,2.69590
2016-09-06,10Y,4.06860
2016-09-06,14D,2.78040
2016-09-06,1M,2.86860
2016-09-06,1Y,3.05000
2016-09-06,2M,2.97430
2016-09-06,2Y,3.30530
2016-09-06,3M,2.98710
2016-09-06,3Y,3.34360
2016-09-06,4Y,3.61150
2016-09-06,5Y,3.75020
2016-09-06,6M,3.03870
2016-09-06,6Y,3.92900
2016-09-06,7D,2.72080
2016-09-06,7Y,3.98200
2016-09-06,8Y,3.98580
2016-09-06,9M,3.04900
2016-09-06,9Y,4.05420
2016-09-05,0D,2.68890
2016-09-05,10Y,4.07380
2016-09-05,14D,2.75100
2016-09-05,1M,2.88790
2016-09-05,1Y,3.00360
2016-09-05,2M,2.97650
2016-09-05,2Y,3.26060
2016-09-05,3M,2.99180
2016-09-05,3Y,3.30920
2016-09-05,4Y,3.59650
2016-09-05,5Y,3.73590
2016-09-05,6M,3.04490
2016-09-05,6Y,3.92450
2016-09-05,7D,2.73070
2016-09-05,7Y,3.97740
2016-09-05,8Y,3.98130
2016-09-05,9M,3.04740
2016-09-05,9Y,4.05950
2016-09-02,0D,2.68490
2016-09-02,10Y,4.06720
2016-09-02,14D,2.78720
2016-09-02,1M,2.93260
2016-09-02,1Y,3.06440
2016-09-02,2M,2.96380
2016-09-02,2Y,3.30830
2016-09-02,3M,2.96500
2016-09-02,3Y,3.33100
2016-09-02,4Y,3.60810
2016-09-02,5Y,3.74140
2016-09-02,6M,3.03390
2016-09-02,6Y,3.92130
2016-09-02,7D,2.72020
2016-09-02,7Y,3.97420
2016-09-02,8Y,3.97930
2016-09-02,9M,3.05210
2016-09-02,9Y,4.04280
2016-09-01,0D,2.66490
2016-09-01,10Y,4.07420
2016-09-01,14D,2.78110
2016-09-01,1M,2.90140
2016-09-01,1Y,3.07600
2016-09-01,2M,2.92660
2016-09-01,2Y,3.29950
2016-09-01,3M,2.96960
2016-09-01,3Y,3.32460
2016-09-01,4Y,3.62810
2016-09-01,5Y,3.74240
2016-09-01,6M,3.03450
2016-09-01,6Y,3.92700
2016-09-01,7D,2.73910
2016-09-01,7Y,3.97630
2016-09-01,8Y,3.98140
2016-09-01,9M,3.05230
2016-09-01,9Y,4.03800
2016-08-30,0D,2.76190
2016-08-30,10Y,4.12260
2016-08-30,14D,2.82580
2016-08-30,1M,2.93430
2016-08-30,1Y,3.07430
2016-08-30,2M,2.95420
2016-08-30,2Y,3.33740
2016-08-30,3M,2.96370
2016-08-30,3Y,3.38120
2016-08-30,4Y,3.66700
2016-08-30,5Y,3.76120
2016-08-30,6M,3.03410
2016-08-30,6Y,3.96950
2016-08-30,7D,2.78840
2016-08-30,7Y,4.01880
2016-08-30,8Y,4.02390
2016-08-30,9M,3.04050
2016-08-30,9Y,4.08360
2016-08-29,0D,2.79790
2016-08-29,10Y,4.11380
2016-08-29,14D,2.89150
2016-08-29,1M,2.91590
2016-08-29,1Y,3.05060
2016-08-29,2M,2.96700
2016-08-29,2Y,3.31740
2016-08-29,3M,2.97860
2016-08-29,3Y,3.38360
2016-08-29,4Y,3.63060
2016-08-29,5Y,3.73500
2016-08-29,6M,3.03440
2016-08-29,6Y,3.95190
2016-08-29,7D,2.84690
2016-08-29,7Y,4.00120
2016-08-29,8Y,4.00630
2016-08-29,9M,3.04000
2016-08-29,9Y,4.06610
2016-08-26,0D,2.79290
2016-08-26,10Y,4.10180
2016-08-26,14D,2.87540
2016-08-26,1M,2.91510
2016-08-26,1Y,3.05900
2016-08-26,2M,2.96620
2016-08-26,2Y,3.35880
2016-08-26,3M,2.99450
2016-08-26,3Y,3.40310
2016-08-26,4Y,3.63150
2016-08-26,5Y,3.73050
2016-08-26,6M,3.02470
2016-08-26,6Y,3.94700
2016-08-26,7D,2.86540
2016-08-26,7Y,3.99630
2016-08-26,8Y,4.00140
2016-08-26,9M,3.02550
2016-08-26,9Y,4.05400
2016-08-25,0D,2.79290
2016-08-25,10Y,4.09680
2016-08-25,14D,2.91080
2016-08-25,1M,2.92750
2016-08-25,1Y,3.06820
2016-08-25,2M,2.94060
2016-08-25,2Y,3.35610
2016-08-25,3M,3.04440
2016-08-25,3Y,3.39270
2016-08-25,4Y,3.65610
2016-08-25,5Y,3.72040
2016-08-25,6M,3.04520
2016-08-25,6Y,3.94940
2016-08-25,7D,2.88260
2016-08-25,7Y,3.99870
2016-08-25,8Y,4.00380
2016-08-25,9M,3.05180
2016-08-25,9Y,4.05650
2016-08-24,0D,2.70190
2016-08-24,10Y,4.09900
2016-08-24,14D,2.81250
2016-08-24,1M,2.86880
2016-08-24,1Y,3.06260
2016-08-24,2M,2.92500
2016-08-24,2Y,3.34340
2016-08-24,3M,2.98070
2016-08-24,3Y,3.39220
2016-08-24,4Y,3.61710
2016-08-24,5Y,3.71550
2016-08-24,6M,3.03100
2016-08-24,6Y,3.94810
2016-08-24,7D,2.72470
2016-08-24,7Y,3.99740
2016-08-24,8Y,4.00250
2016-08-24,9M,3.04120
2016-08-24,9Y,4.05510
2016-08-23,0D,2.60190
2016-08-23,10Y,4.08750
2016-08-23,14D,2.72010
2016-08-23,1M,2.76060
2016-08-23,1Y,3.03480
2016-08-23,2M,2.86590
2016-08-23,2Y,3.33180
2016-08-23,3M,2.92630
2016-08-23,3Y,3.35290
2016-08-23,4Y,3.58250
2016-08-23,5Y,3.69070
2016-08-23,6M,2.99960
2016-08-23,6Y,3.90870
2016-08-23,7D,2.62470
2016-08-23,7Y,3.96300
2016-08-23,8Y,3.96310
